,X,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,Plot,FireFreq,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb
119,43406,Lonchocarpus capassa,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.1666667,7.166667,43,1954,1997,P,OCT,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
120,43407,Acacia nigrescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.1666667,7.166667,43,1954,1997,P,OCT,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
121,43408,Albizia harveyi,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.1666667,7.166667,43,1954,1997,P,OCT,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
122,43409,Dalbergia melanoxylon,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.1666667,7.166667,43,1954,1997,P,OCT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
123,43410,Grewia flava,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.1666667,7.166667,43,1954,1997,P,OCT,Grewia flava,Grewia,flava,Malvaceae,am
124,43417,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.1666667,7.166667,43,1954,1997,P,OCT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
125,43418,Commiphora africana,22,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.1666667,7.166667,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
126,43419,Colophospermum mopane,70,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.1666667,7.166667,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
127,43420,Dichrostachys cinerea,21,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.1666667,7.166667,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
128,43421,Acacia karroo,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.1666667,7.166667,43,1954,1997,P,OCT,Acacia karroo,Acacia,karroo,Leguminosae,nfix
129,43422,Grewia flava,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.1666667,7.166667,43,1954,1997,P,OCT,Grewia flava,Grewia,flava,Malvaceae,am
130,43428,Ozoroa engleri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.25,10.75,43,1954,1997,P,OCT,Ozoroa engleri,Ozoroa,engleri,Anacardiaceae,am
131,43429,Commiphora africana,7,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.25,10.75,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
132,43430,Colophospermum mopane,127,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.25,10.75,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
133,43431,Dalbergia melanoxylon,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.25,10.75,43,1954,1997,P,OCT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
134,43432,Dichrostachys cinerea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.25,10.75,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
135,43437,Ehretia obtusifolia,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.25,10.75,43,1954,1997,P,OCT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
136,43438,Colophospermum mopane,87,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.25,10.75,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
137,43439,Dichrostachys cinerea,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.25,10.75,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
138,43440,Grewia flava,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.25,10.75,43,1954,1997,P,OCT,Grewia flava,Grewia,flava,Malvaceae,am
139,43445,Combretum imberbe,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.25,10.75,43,1954,1997,P,OCT,Combretum imberbe,Combretum,imberbe,Combretaceae,am
140,43446,Colophospermum mopane,78,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.25,10.75,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
141,43447,Dichrostachys cinerea,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.25,10.75,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
142,43448,Albizia petersiana,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.25,10.75,43,1954,1997,P,OCT,Albizia petersiana,Albizia,petersiana,Leguminosae,nfix
143,43457,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
144,43458,Commiphora africana,16,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
145,43459,Terminalia prunioides,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Terminalia prunioides,Terminalia,prunioides,Combretaceae,am
146,43460,Colophospermum mopane,79,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
147,43461,Acacia nigrescens,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
148,43462,Dichrostachys cinerea,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
149,43463,Acacia tortilis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix
150,43464,Grewia flava,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOTS,0.25,10.75,43,1954,1997,P,OCT,Grewia flava,Grewia,flava,Malvaceae,am
151,43488,Commiphora africana,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
152,43489,Commiphora africana,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,APR,Commiphora africana,Commiphora,africana,Burseraceae,am
153,43490,Colophospermum mopane,255,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,DEC,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
154,43491,Colophospermum mopane,219,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,APR,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
155,43492,Colophospermum mopane,196,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
156,43493,Colophospermum mopane,154,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
157,43494,Colophospermum mopane,54,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,FEB,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
158,43495,Dalbergia melanoxylon,21,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,DEC,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
159,43496,Dichrostachys cinerea,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
160,43497,Dalbergia melanoxylon,11,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,OCT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
161,43498,Dalbergia melanoxylon,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,FEB,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
162,43499,Dalbergia melanoxylon,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,AUG,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
163,43500,Dichrostachys cinerea,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
164,43501,Dichrostachys cinerea,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,FEB,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
165,43502,Acacia nigrescens,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,FEB,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
166,43503,Acacia tortilis,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,DEC,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix
167,43504,Dalbergia melanoxylon,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,APR,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
168,43505,Lonchocarpus capassa,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,DEC,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
169,43506,Dichrostachys cinerea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
170,43507,Lonchocarpus capassa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
171,43508,Lonchocarpus capassa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,APR,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
172,43509,Grewia flava,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,DEC,Grewia flava,Grewia,flava,Malvaceae,am
173,43510,Grewia flava,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MODZ,0.3333333,14.33333,43,1954,1997,P,AUG,Grewia flava,Grewia,flava,Malvaceae,am
174,43542,Ehretia obtusifolia,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,OCT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
175,43543,Ehretia obtusifolia,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
176,43544,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
177,43545,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
178,43546,Commiphora africana,38,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,FEB,Commiphora africana,Commiphora,africana,Burseraceae,am
179,43547,Commiphora africana,13,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am
180,43548,Commiphora africana,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,OCT,Commiphora africana,Commiphora,africana,Burseraceae,am
181,43549,Commiphora africana,7,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Commiphora africana,Commiphora,africana,Burseraceae,am
182,43550,Commiphora africana,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Commiphora africana,Commiphora,africana,Burseraceae,am
183,43551,Terminalia prunioides,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Terminalia prunioides,Terminalia,prunioides,Combretaceae,am
184,43552,Terminalia prunioides,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Terminalia prunioides,Terminalia,prunioides,Combretaceae,am
185,43553,Combretum apiculatum,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Combretum apiculatum,Combretum,apiculatum,Combretaceae,am
186,43554,Terminalia prunioides,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Terminalia prunioides,Terminalia,prunioides,Combretaceae,am
187,43555,Colophospermum mopane,278,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
188,43556,Colophospermum mopane,215,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
189,43557,Colophospermum mopane,186,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
190,43558,Colophospermum mopane,92,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
191,43559,Colophospermum mopane,52,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,FEB,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
192,43560,Dichrostachys cinerea,18,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
193,43561,Dichrostachys cinerea,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,FEB,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
194,43562,Dalbergia melanoxylon,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,OCT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
195,43563,Acacia karroo,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Acacia karroo,Acacia,karroo,Leguminosae,nfix
196,43564,Acacia nigrescens,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,OCT,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
197,43565,Dichrostachys cinerea,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
198,43566,Acacia nigrescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
199,43567,Acacia nigrescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
200,43568,Acacia tortilis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix
201,43569,Dichrostachys cinerea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
202,43570,Grewia flava,18,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,AUG,Grewia flava,Grewia,flava,Malvaceae,am
203,43571,Grewia flava,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,DEC,Grewia flava,Grewia,flava,Malvaceae,am
204,43572,Grewia flava,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MOMO,0.3333333,14.33333,43,1954,1997,P,APR,Grewia flava,Grewia,flava,Malvaceae,am
205,43605,Ozoroa engleri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,OCT,Ozoroa engleri,Ozoroa,engleri,Anacardiaceae,am
206,43606,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,FEB,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
207,43607,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,APR,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
208,43608,Combretum imberbe,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,DEC,Combretum imberbe,Combretum,imberbe,Combretaceae,am
209,43609,Combretum imberbe,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,OCT,Combretum imberbe,Combretum,imberbe,Combretaceae,am
210,43610,Combretum imberbe,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,APR,Combretum imberbe,Combretum,imberbe,Combretaceae,am
211,43611,Euclea undulata,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,FEB,Euclea undulata,Euclea,undulata,Ebenaceae,am
212,43612,Colophospermum mopane,218,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,OCT,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
213,43613,Colophospermum mopane,123,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,AUG,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
214,43614,Colophospermum mopane,112,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,APR,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
215,43615,Colophospermum mopane,64,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,DEC,Colophospermum mopane,Colophospermum,mopane,Leguminosae,am
216,43616,Albizia harveyi,20,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,APR,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
217,43617,Dichrostachys cinerea,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
218,43618,Lonchocarpus capassa,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,FEB,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
219,43619,Dichrostachys cinerea,16,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
220,43620,Dalbergia melanoxylon,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerMopani,MONS,0.3333333,14.33333,43,1954,1997,P,FEB,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
